ID,Product,Country,State,PostalCode
7978,apple,India,Punjab,778136
7979,date,UK,Delhi,575173
7980,cherry,India,Karnataka,811612
7981,date,USA,Karnataka,141400
7982,date,India,Delhi,978897
7983,date,India,Tamil Nadu,727608
7984,cherry,UK,Tamil Nadu,153778
7985,cherry,Canada,Haryana,349345
7986,date,Canada,Delhi,295766
7987,apple,UK,Haryana,841329
7988,cherry,Australia,Karnataka,307341
7989,elderberry,Canada,Tamil Nadu,909706
7990,apple,Canada,Punjab,297944
7991,banana,Canada,Tamil Nadu,499506
7992,cherry,Canada,Haryana,130909
7993,apple,Australia,Delhi,540459
7994,date,USA,Haryana,692772
7995,elderberry,India,Punjab,216008
7996,elderberry,USA,Punjab,718104
7997,banana,UK,Karnataka,262766
7998,banana,UK,Punjab,933761
7999,elderberry,USA,Delhi,467421
8000,cherry,UK,Delhi,633438
8001,cherry,UK,Delhi,646128
8002,apple,Canada,Punjab,819739
8003,cherry,Canada,Tamil Nadu,978906
8004,cherry,UK,Delhi,629878
8005,elderberry,UK,Tamil Nadu,938490
8006,apple,India,Delhi,395259
8007,date,UK,Tamil Nadu,558313
8008,apple,UK,Haryana,403399
8009,cherry,Canada,Punjab,246965
8010,apple,Australia,Tamil Nadu,375798
8011,banana,Canada,Delhi,217942
8012,date,Australia,Tamil Nadu,421376
8013,apple,UK,Tamil Nadu,259054
8014,cherry,Canada,Delhi,478744
8015,apple,Canada,Tamil Nadu,836918
8016,apple,UK,Haryana,158132
8017,cherry,India,Haryana,948578
8018,apple,India,Karnataka,197731
8019,elderberry,India,Karnataka,473177
8020,banana,USA,Haryana,585487
8021,elderberry,USA,Punjab,153906
8022,date,Australia,Haryana,713464
8023,cherry,India,Haryana,782912
8024,banana,UK,Punjab,825852
8025,cherry,Canada,Haryana,906518
8026,date,Canada,Tamil Nadu,334972
8027,date,USA,Karnataka,201357
8028,date,Canada,Delhi,591066
8029,cherry,India,Delhi,916754
8030,elderberry,Canada,Punjab,913155
8031,elderberry,USA,Delhi,381682
8032,cherry,Canada,Karnataka,544586
8033,banana,USA,Karnataka,654599
8034,cherry,India,Haryana,299344
8035,elderberry,India,Haryana,295185
8036,apple,Canada,Karnataka,844830
8037,elderberry,Australia,Punjab,741257
8038,date,UK,Punjab,162515
8039,date,UK,Tamil Nadu,913013
8040,elderberry,USA,Karnataka,585522
8041,cherry,Australia,Karnataka,465635
8042,banana,USA,Delhi,560770
8043,cherry,Canada,Haryana,646295
8044,date,USA,Tamil Nadu,482322
8045,banana,UK,Punjab,372006
8046,banana,India,Karnataka,170595
8047,elderberry,India,Tamil Nadu,795082
8048,date,India,Punjab,697217
8049,banana,India,Punjab,673709
8050,cherry,UK,Tamil Nadu,224448
8051,elderberry,UK,Haryana,440953
8052,elderberry,Australia,Delhi,787906
8053,cherry,Canada,Delhi,712143
8054,banana,Australia,Punjab,631196
8055,cherry,Canada,Punjab,498173
8056,elderberry,Canada,Karnataka,292962
8057,cherry,India,Haryana,971242
8058,elderberry,Canada,Tamil Nadu,434885
8059,date,India,Karnataka,171239
8060,apple,India,Tamil Nadu,819089
8061,cherry,Canada,Punjab,935063
8062,elderberry,USA,Delhi,486384
8063,banana,USA,Karnataka,533728
8064,elderberry,India,Haryana,219321
8065,elderberry,India,Punjab,832534
8066,elderberry,Canada,Karnataka,871496
8067,date,India,Punjab,666261
8068,date,Canada,Karnataka,457951
8069,elderberry,UK,Delhi,900660
8070,apple,India,Punjab,250091
8071,banana,USA,Karnataka,896449
8072,elderberry,Australia,Punjab,531745
8073,apple,Canada,Karnataka,953002
8074,banana,USA,Haryana,803568
8075,date,Australia,Tamil Nadu,638728
8076,apple,UK,Delhi,333334
8077,cherry,USA,Haryana,928084
8078,elderberry,India,Tamil Nadu,440458
8079,cherry,India,Karnataka,982824
8080,elderberry,India,Haryana,288817
8081,cherry,Australia,Haryana,255840
8082,apple,Canada,Haryana,954888
8083,elderberry,Canada,Tamil Nadu,615034
8084,cherry,Australia,Haryana,248043
8085,elderberry,Australia,Karnataka,633286
8086,banana,Australia,Tamil Nadu,708080
8087,cherry,Canada,Punjab,110012
8088,date,UK,Karnataka,824862
8089,apple,India,Tamil Nadu,383930
8090,apple,Canada,Haryana,896183
8091,apple,Canada,Punjab,552966
8092,elderberry,India,Delhi,952174
8093,banana,India,Haryana,741315
8094,apple,USA,Tamil Nadu,870585
8095,cherry,Canada,Delhi,796833
8096,elderberry,USA,Tamil Nadu,533068
8097,banana,USA,Karnataka,763010
8098,apple,USA,Haryana,793597
8099,elderberry,UK,Punjab,997852
8100,cherry,USA,Tamil Nadu,353268
8101,apple,India,Delhi,396472
8102,date,India,Punjab,573273
8103,elderberry,UK,Karnataka,491889
8104,apple,India,Haryana,760086
8105,apple,Canada,Delhi,507841
8106,cherry,Australia,Tamil Nadu,599571
8107,date,USA,Haryana,161480
8108,apple,India,Tamil Nadu,588187
8109,apple,Canada,Tamil Nadu,193011
8110,cherry,India,Punjab,500772
8111,date,Canada,Punjab,215275
8112,elderberry,Canada,Tamil Nadu,908011
8113,banana,Canada,Tamil Nadu,749603
8114,apple,Australia,Punjab,516000
8115,apple,UK,Delhi,621434
8116,banana,India,Haryana,489140
8117,date,USA,Delhi,877227
8118,banana,Canada,Haryana,855656
8119,date,India,Karnataka,228460
8120,cherry,India,Delhi,632218
8121,banana,USA,Tamil Nadu,876775
8122,banana,UK,Tamil Nadu,589201
8123,elderberry,Australia,Karnataka,343652
8124,apple,Australia,Punjab,805058
8125,elderberry,Australia,Karnataka,584322
8126,date,Canada,Delhi,300804
8127,date,India,Punjab,930951
8128,banana,Australia,Punjab,398223
8129,elderberry,Australia,Punjab,115462
8130,banana,India,Tamil Nadu,396560
8131,elderberry,USA,Karnataka,249793
8132,banana,UK,Haryana,666412
8133,date,India,Delhi,440550
8134,banana,India,Haryana,744609
8135,cherry,India,Punjab,653943
8136,elderberry,India,Delhi,610299
8137,banana,USA,Delhi,781786
8138,date,Canada,Karnataka,463134
8139,banana,UK,Tamil Nadu,799229
8140,date,India,Tamil Nadu,871018
8141,date,India,Haryana,678737
8142,date,Australia,Tamil Nadu,445385
8143,banana,Australia,Tamil Nadu,383950
8144,date,India,Tamil Nadu,143037
8145,cherry,Canada,Karnataka,929854
8146,apple,India,Haryana,397800
8147,banana,USA,Karnataka,814140
8148,elderberry,USA,Tamil Nadu,916396
8149,cherry,USA,Punjab,356661
8150,elderberry,India,Karnataka,400492
8151,banana,USA,Karnataka,772254
8152,elderberry,USA,Punjab,157781
8153,elderberry,Canada,Delhi,371780
8154,date,Canada,Tamil Nadu,984437
8155,apple,Canada,Delhi,522626
8156,date,UK,Karnataka,348847
8157,banana,Australia,Karnataka,421596
8158,date,Australia,Punjab,301152
8159,elderberry,Canada,Haryana,730282
8160,cherry,UK,Delhi,216638
8161,cherry,UK,Tamil Nadu,398746
8162,banana,Canada,Tamil Nadu,200486
8163,banana,Australia,Punjab,813331
8164,elderberry,Australia,Delhi,612346
8165,apple,Canada,Karnataka,168721
8166,elderberry,UK,Delhi,512340
8167,cherry,USA,Tamil Nadu,637634
8168,cherry,India,Delhi,865131
8169,cherry,Canada,Delhi,317741
8170,cherry,Australia,Delhi,720421
8171,apple,Australia,Haryana,890439
8172,date,India,Tamil Nadu,289879
8173,elderberry,Australia,Karnataka,336551
8174,apple,India,Karnataka,357562
8175,banana,Australia,Delhi,707296
8176,banana,Canada,Delhi,424468
8177,apple,India,Delhi,561678
8178,elderberry,India,Delhi,289555
8179,banana,Australia,Karnataka,144201
8180,date,Canada,Punjab,454663
8181,date,Canada,Punjab,165752
8182,banana,Canada,Tamil Nadu,873976
8183,cherry,USA,Punjab,703037
8184,apple,Australia,Haryana,450960
8185,elderberry,UK,Tamil Nadu,463550
8186,apple,Australia,Delhi,574816
8187,elderberry,UK,Haryana,755239
8188,cherry,UK,Tamil Nadu,363582
8189,apple,Australia,Haryana,395233
8190,elderberry,India,Delhi,107929
8191,banana,Canada,Punjab,103624
8192,elderberry,India,Karnataka,851921
8193,apple,USA,Punjab,716410
8194,apple,India,Delhi,939284
8195,cherry,Canada,Punjab,846510
8196,cherry,Australia,Karnataka,975779
8197,date,India,Delhi,369677
8198,elderberry,Canada,Haryana,481298
8199,cherry,UK,Punjab,282975
8200,apple,Canada,Punjab,942844
8201,banana,India,Punjab,833352
8202,cherry,Canada,Haryana,733834
8203,elderberry,India,Karnataka,457391
8204,elderberry,USA,Karnataka,905351
8205,date,UK,Haryana,811727
8206,cherry,Australia,Tamil Nadu,387898
8207,apple,UK,Karnataka,175372
8208,date,UK,Punjab,187863
8209,banana,UK,Haryana,484220
8210,apple,USA,Punjab,156969
8211,cherry,Canada,Karnataka,616907
8212,date,UK,Delhi,945863
8213,cherry,UK,Haryana,600530
8214,date,UK,Karnataka,928933
8215,cherry,Australia,Punjab,702341
8216,date,Australia,Delhi,614758
8217,banana,India,Haryana,367340
8218,apple,India,Delhi,444965
8219,elderberry,USA,Karnataka,774821
8220,elderberry,UK,Haryana,695085
8221,elderberry,India,Tamil Nadu,789537
8222,apple,USA,Karnataka,333795
8223,apple,USA,Punjab,295903
8224,banana,Canada,Delhi,523876
8225,banana,Australia,Haryana,993662
8226,banana,Australia,Karnataka,229523
8227,apple,Canada,Haryana,859039
8228,cherry,Australia,Karnataka,213167
8229,banana,UK,Punjab,794088
8230,elderberry,Australia,Haryana,933369
8231,cherry,India,Delhi,326816
8232,cherry,Canada,Delhi,664187
8233,date,Australia,Delhi,527069
8234,banana,India,Karnataka,337638
8235,banana,Canada,Delhi,148023
8236,cherry,USA,Punjab,900502
8237,banana,UK,Punjab,856334
8238,elderberry,India,Delhi,839367
8239,apple,India,Tamil Nadu,132421
8240,date,UK,Haryana,208042
8241,cherry,Canada,Punjab,473879
8242,elderberry,Australia,Punjab,626115
8243,apple,USA,Punjab,714955
8244,apple,Canada,Haryana,172161
8245,date,UK,Haryana,896267
8246,elderberry,India,Delhi,485118
8247,elderberry,India,Tamil Nadu,757572
8248,date,Canada,Punjab,474000
8249,banana,India,Punjab,483787
8250,elderberry,Canada,Karnataka,406775
8251,apple,UK,Haryana,368934
8252,apple,USA,Delhi,674893
8253,banana,UK,Delhi,111814
8254,cherry,Australia,Haryana,194675
8255,banana,UK,Delhi,130049
8256,cherry,Canada,Haryana,447982
8257,banana,India,Tamil Nadu,985344
8258,elderberry,India,Karnataka,487037
8259,date,UK,Karnataka,253346
8260,elderberry,Australia,Punjab,557995
8261,banana,India,Delhi,580302
8262,elderberry,India,Punjab,955958
8263,banana,Australia,Karnataka,226725
8264,apple,India,Punjab,269752
8265,apple,India,Tamil Nadu,399964
8266,banana,Canada,Delhi,775016
8267,banana,USA,Delhi,192710
8268,date,UK,Tamil Nadu,899455
8269,banana,India,Delhi,845021
8270,cherry,India,Haryana,164351
8271,elderberry,USA,Haryana,913362
8272,elderberry,UK,Karnataka,326386
8273,banana,Canada,Tamil Nadu,289704
8274,cherry,Australia,Delhi,856547
8275,banana,UK,Karnataka,828436
8276,cherry,India,Punjab,440603
8277,date,UK,Tamil Nadu,973323
8278,apple,Canada,Delhi,997112
8279,date,India,Tamil Nadu,639262
8280,elderberry,India,Delhi,545003
8281,date,Canada,Delhi,999692
8282,banana,India,Delhi,605978
8283,banana,USA,Punjab,673570
8284,banana,Australia,Punjab,820466
8285,apple,UK,Delhi,576206
8286,cherry,Australia,Punjab,240168
8287,elderberry,Australia,Haryana,985427
8288,date,Canada,Haryana,562703
8289,banana,India,Punjab,501558
8290,elderberry,UK,Delhi,871642
8291,elderberry,Canada,Tamil Nadu,890260
8292,banana,USA,Punjab,789967
8293,date,USA,Punjab,937974
8294,banana,UK,Tamil Nadu,592300
8295,date,Australia,Tamil Nadu,508809
8296,banana,Australia,Tamil Nadu,888788
8297,elderberry,Australia,Delhi,673357
8298,elderberry,Canada,Tamil Nadu,576235
8299,apple,UK,Karnataka,409750
8300,cherry,Canada,Haryana,710843
8301,date,USA,Haryana,545629
8302,date,USA,Karnataka,789915
8303,banana,Canada,Delhi,706592
8304,cherry,USA,Karnataka,787782
8305,date,Canada,Delhi,206053
8306,banana,Canada,Tamil Nadu,865228
8307,elderberry,Canada,Punjab,977847
8308,banana,USA,Punjab,799294
8309,cherry,Canada,Karnataka,134754
8310,apple,India,Haryana,917011
8311,banana,Canada,Tamil Nadu,234589
8312,elderberry,Australia,Punjab,834813
8313,banana,UK,Haryana,766024
8314,elderberry,Australia,Haryana,407133
8315,cherry,USA,Haryana,873882
8316,date,UK,Haryana,471316
8317,elderberry,Canada,Haryana,566054
8318,cherry,Australia,Tamil Nadu,903734
8319,date,India,Tamil Nadu,241880
8320,cherry,Australia,Tamil Nadu,343105
8321,cherry,India,Tamil Nadu,951089
8322,elderberry,USA,Haryana,333598
8323,date,UK,Haryana,665720
8324,date,India,Haryana,355292
8325,banana,Canada,Tamil Nadu,742105
8326,banana,USA,Delhi,890983
8327,apple,USA,Delhi,557413
8328,cherry,Canada,Delhi,830306
8329,cherry,Canada,Karnataka,725482
8330,banana,USA,Tamil Nadu,256120
8331,banana,Canada,Karnataka,805072
8332,elderberry,USA,Haryana,864721
8333,cherry,Australia,Tamil Nadu,604190
8334,elderberry,Canada,Haryana,231832
8335,banana,Canada,Karnataka,134462
8336,date,UK,Haryana,912981
8337,elderberry,Australia,Tamil Nadu,889359
8338,banana,India,Tamil Nadu,957563
8339,elderberry,UK,Haryana,420172
8340,apple,India,Punjab,442182
8341,apple,India,Karnataka,605568
8342,elderberry,India,Karnataka,480988
8343,date,Australia,Tamil Nadu,916574
8344,date,UK,Tamil Nadu,854345
8345,date,India,Punjab,932933
8346,cherry,Canada,Haryana,745665
8347,date,India,Haryana,864728
8348,banana,USA,Haryana,546420
8349,date,Canada,Delhi,268411
8350,apple,USA,Haryana,391406
8351,apple,India,Haryana,970640
8352,elderberry,India,Haryana,108199
8353,banana,Canada,Punjab,481040
8354,apple,Australia,Tamil Nadu,837912
8355,cherry,Australia,Karnataka,456996
8356,banana,India,Punjab,309996
8357,banana,USA,Haryana,831500
8358,cherry,Australia,Delhi,699956
8359,cherry,Australia,Punjab,286910
8360,date,India,Karnataka,153623
8361,cherry,Canada,Delhi,314449
8362,cherry,Australia,Delhi,979918
8363,banana,UK,Delhi,796431
8364,cherry,Australia,Tamil Nadu,948259
8365,cherry,India,Delhi,444358
8366,elderberry,Canada,Tamil Nadu,755205
8367,date,USA,Delhi,583026
8368,cherry,Australia,Delhi,718817
8369,banana,UK,Haryana,562930
8370,banana,India,Tamil Nadu,183938
8371,elderberry,UK,Haryana,921409
8372,date,India,Tamil Nadu,539459
8373,cherry,Australia,Tamil Nadu,190506
8374,apple,India,Tamil Nadu,992995
8375,date,UK,Haryana,351306
8376,banana,USA,Tamil Nadu,666886
8377,apple,USA,Karnataka,545534
8378,banana,India,Punjab,979838
8379,cherry,India,Karnataka,133767
8380,apple,USA,Delhi,970423
8381,cherry,Australia,Punjab,547399
8382,cherry,UK,Karnataka,476467
8383,banana,Australia,Punjab,687932
8384,date,USA,Punjab,344653
8385,date,Canada,Tamil Nadu,821021
8386,cherry,Canada,Karnataka,370617
8387,elderberry,India,Karnataka,817671
8388,apple,Australia,Tamil Nadu,105524
8389,apple,USA,Punjab,700435
8390,banana,India,Haryana,879960
8391,date,UK,Delhi,675140
8392,cherry,USA,Tamil Nadu,920620
8393,date,India,Delhi,198193
8394,banana,Canada,Haryana,897354
8395,cherry,India,Delhi,102784
8396,date,India,Karnataka,171136
8397,elderberry,Canada,Tamil Nadu,854035
8398,apple,UK,Delhi,718913
8399,apple,India,Tamil Nadu,679848
8400,banana,Canada,Tamil Nadu,162586
8401,apple,Australia,Karnataka,792243
8402,elderberry,Canada,Haryana,156572
8403,apple,Australia,Karnataka,632994
8404,apple,Australia,Punjab,339689
8405,elderberry,UK,Karnataka,945872
8406,apple,Canada,Haryana,845587
8407,cherry,Australia,Tamil Nadu,525152
8408,elderberry,Canada,Punjab,367431
8409,date,Australia,Punjab,133813
8410,cherry,USA,Tamil Nadu,228103
8411,banana,UK,Delhi,592235
8412,banana,Australia,Punjab,444297
8413,elderberry,Australia,Karnataka,196921
8414,date,Australia,Punjab,882777
8415,banana,Canada,Delhi,553014
8416,apple,Australia,Haryana,581804
8417,date,USA,Punjab,563767
8418,banana,Canada,Delhi,393306
8419,cherry,Australia,Delhi,141263
8420,cherry,India,Punjab,993333
8421,cherry,Canada,Karnataka,339600
8422,date,India,Tamil Nadu,766184
8423,apple,USA,Tamil Nadu,550995
8424,cherry,USA,Delhi,406587
8425,apple,Canada,Karnataka,759109
8426,date,USA,Karnataka,722397
8427,cherry,India,Delhi,697885
8428,banana,Canada,Delhi,125666
8429,elderberry,UK,Tamil Nadu,421332
8430,date,Canada,Punjab,650321
8431,banana,India,Punjab,785800
8432,date,Australia,Karnataka,326393
8433,apple,Canada,Haryana,984187
8434,date,Canada,Karnataka,946462
8435,banana,UK,Delhi,397445
8436,cherry,USA,Karnataka,536735
8437,apple,India,Karnataka,338123
8438,date,India,Delhi,653008
8439,cherry,USA,Tamil Nadu,780732
8440,cherry,Australia,Punjab,225453
8441,cherry,USA,Delhi,982220
8442,elderberry,UK,Tamil Nadu,893832
8443,elderberry,UK,Haryana,119173
8444,apple,USA,Haryana,706869
8445,apple,USA,Haryana,929595
8446,date,India,Tamil Nadu,612443
8447,apple,Australia,Punjab,805039
8448,elderberry,UK,Delhi,856683
8449,cherry,USA,Karnataka,598183
8450,cherry,India,Delhi,632391
8451,date,India,Haryana,194691
8452,cherry,Australia,Haryana,813151
8453,apple,UK,Karnataka,134855
8454,cherry,USA,Delhi,501358
8455,elderberry,USA,Delhi,552873
8456,cherry,USA,Karnataka,621339
8457,elderberry,Canada,Punjab,576883
8458,apple,UK,Haryana,547827
8459,date,Canada,Delhi,925560
8460,banana,Australia,Haryana,465138
8461,elderberry,Australia,Haryana,423537
8462,apple,Canada,Punjab,567448
8463,elderberry,India,Haryana,131381
8464,elderberry,India,Delhi,705692
8465,cherry,India,Karnataka,542402
8466,banana,USA,Tamil Nadu,876399
8467,elderberry,Canada,Haryana,575072
8468,cherry,Australia,Haryana,418419
8469,cherry,USA,Tamil Nadu,273063
8470,cherry,Canada,Tamil Nadu,270118
8471,banana,USA,Haryana,175705
8472,elderberry,Australia,Punjab,895501
8473,apple,UK,Delhi,621539
8474,date,USA,Punjab,880586
8475,apple,India,Tamil Nadu,852865
8476,apple,India,Punjab,902360
8477,apple,USA,Punjab,919794
8478,date,UK,Punjab,400976
8479,banana,Canada,Karnataka,823386
8480,apple,Australia,Tamil Nadu,808643
8481,banana,India,Tamil Nadu,565079
8482,apple,Australia,Haryana,984176
8483,cherry,Canada,Haryana,373936
8484,apple,UK,Tamil Nadu,166293
8485,apple,UK,Tamil Nadu,341533
8486,date,Canada,Karnataka,928714
8487,cherry,Canada,Delhi,592421
8488,banana,UK,Delhi,851123
8489,apple,Australia,Tamil Nadu,355888
8490,banana,India,Haryana,160783
8491,date,UK,Haryana,568668
8492,date,India,Punjab,127876
8493,elderberry,Canada,Karnataka,178843
8494,date,USA,Karnataka,509933
8495,cherry,Australia,Haryana,507638
8496,elderberry,USA,Haryana,434224
8497,apple,Australia,Karnataka,686664
8498,cherry,USA,Tamil Nadu,504279
8499,apple,Canada,Delhi,904069
8500,date,UK,Haryana,198355
8501,elderberry,Canada,Karnataka,410665
8502,banana,UK,Punjab,985662
8503,cherry,UK,Delhi,526286
8504,banana,India,Haryana,363218
8505,apple,UK,Tamil Nadu,899405
8506,cherry,USA,Karnataka,275551
8507,apple,UK,Tamil Nadu,114650
8508,cherry,Canada,Punjab,614833
8509,cherry,Canada,Punjab,518262
8510,cherry,Canada,Haryana,509438
8511,date,India,Punjab,784164
8512,elderberry,USA,Haryana,362550
8513,banana,UK,Tamil Nadu,723710
8514,cherry,UK,Haryana,116658
8515,date,UK,Haryana,566323
8516,apple,USA,Karnataka,153966
8517,date,Canada,Tamil Nadu,698344
8518,date,India,Tamil Nadu,807115
8519,elderberry,India,Delhi,282181
8520,elderberry,Canada,Haryana,549633
8521,apple,USA,Haryana,467092
8522,banana,India,Delhi,654506
8523,elderberry,India,Tamil Nadu,354010
8524,banana,India,Punjab,983112
8525,cherry,India,Punjab,333357
8526,date,Canada,Karnataka,514593
8527,apple,UK,Punjab,187491
8528,banana,Australia,Punjab,663821
8529,banana,Canada,Tamil Nadu,268928
8530,cherry,India,Karnataka,936053
8531,cherry,USA,Tamil Nadu,380259
8532,elderberry,India,Haryana,153020
8533,cherry,UK,Punjab,750420
8534,date,USA,Haryana,835748
8535,apple,UK,Punjab,172390
8536,date,USA,Karnataka,408272
8537,apple,UK,Karnataka,739068
8538,elderberry,Canada,Tamil Nadu,552745
8539,date,Canada,Haryana,513605
8540,cherry,Canada,Tamil Nadu,150755
8541,cherry,Australia,Haryana,379332
8542,banana,Canada,Tamil Nadu,857198
8543,apple,Australia,Karnataka,764408
8544,date,India,Haryana,657116
8545,date,USA,Delhi,772018
8546,apple,Australia,Haryana,433580
8547,elderberry,Canada,Punjab,741299
8548,apple,USA,Karnataka,887328
8549,banana,UK,Tamil Nadu,562905
8550,date,UK,Tamil Nadu,177903
8551,apple,UK,Delhi,281088
8552,date,Canada,Haryana,663495
8553,elderberry,UK,Punjab,678377
8554,elderberry,USA,Tamil Nadu,988662
8555,elderberry,UK,Haryana,910619
8556,date,UK,Punjab,539655
8557,date,Australia,Delhi,464785
8558,elderberry,Australia,Delhi,133505
8559,banana,UK,Karnataka,928138
8560,banana,Canada,Punjab,853449
8561,date,UK,Haryana,442761
8562,elderberry,UK,Punjab,952446
8563,apple,UK,Delhi,322540
8564,elderberry,India,Delhi,842000
8565,date,Canada,Delhi,260997
8566,banana,USA,Punjab,163428
8567,elderberry,Australia,Punjab,971161
8568,banana,USA,Haryana,589225
